Gene.symbol,adj.P.Val
ZNF529,0.519
TSPYL1,0.519
NMNAT3,0.519
MPHOSPH9,0.519
EMX1,0.5192
TP53AIP1,0.5195
TSSC1,0.5197
TADA3,0.5204
YME1L1,0.5204
VPS37D,0.5206
DHX40,0.5206
GTF3C4,0.5206
AXIN2,0.5208
SNORD14D,0.5216
SULT1C2,0.5216
MVP,0.5216
LRRN2,0.5216
FAT2,0.5216
LARS,0.5216
SLC19A3,0.5217
TMEM200A,0.5217
FRMD6,0.5217
PRR3,0.5217
DESI1,0.5217
PMM1,0.5217
MMP9,0.5217
JUNB,0.5217
SYNGAP1,0.5217
ZNF471,0.5223
KCTD6,0.5226
BBOX1,0.5227
ZC3HC1,0.5227
TMEM130,0.5227
LRRC8D,0.5227
TTLL9,0.5227
SLU7,0.5227
RBM47,0.5227
BTAF1,0.5229
SUSD3,0.523
RPN2,0.523
NEK6,0.5232
CATSPER1,0.5241
RRAS2,0.5248
LINC00284,0.5248
MTMR7,0.5248
PTPN12,0.525
EXOC2,0.525
CMTM7,0.5252
TOX,0.5255
GABARAPL2,0.5265
TCF3,0.527
CUZD1,0.5274
RGS2,0.5277
RPL15,0.5286
PCSK9,0.5288
NUP50,0.5296
ST8SIA5,0.5297
MDFIC,0.5304
MUTYH,0.5306
MAP4K5,0.5306
CCDC88B,0.5306
ANKRD16,0.5306
LINC01589,0.5306
GPR108,0.5308
C1QC,0.532
FUCA1,0.532
GSTM4,0.5325
LHX6,0.5325
TOX3,0.5325
UTS2B,0.5325
HES6,0.5326
PFKFB3,0.5326
COPS8,0.5326
STAT1,0.5326
ASIC1,0.5326
NREP,0.5326
KLHL13,0.5329999999999999
ZNF567,0.5329999999999999
SEPT2,0.5341
MYOM3,0.5341
STC1,0.5341
IGFBP7,0.5341
TMSB15B,0.5345
PPP2R3C,0.5359
HABP4,0.5359
FBXO2,0.5359
DAP,0.5359
STX19,0.5366
NXN,0.5382
TRIM46,0.5382
CD36,0.5382
TUBG1,0.5382
RIN2,0.5382
TNFSF9,0.5384
STXBP6,0.5385
PLAC8L1,0.5385
PRAME,0.5385
TLL1,0.5385
C8orf4,0.5385
RN7SK,0.5385
TIGD7,0.5387
BCL10,0.5387
KCNK5,0.5387
ZEB1,0.5387
SSFA2,0.5388
DYM,0.5398
ARL16,0.5414
C4BPB,0.5414
PLEKHA2,0.5414
UBXN10,0.5414
OAF,0.5414
JPH1,0.5414
GABRP,0.5414
SLC17A3,0.5414
COASY,0.5414
TEX38,0.5414
ACSM3,0.5414
SEMA3D,0.5414
FGG,0.5414
AMY2B,0.5417
CUTA,0.5417
KRT12,0.5424
MAPK1IP1L,0.5424
RFC5,0.5424
COX20,0.5424
CD44,0.5424
SUPT3H,0.5424
OR7E156P,0.5424
CACNG8,0.5424
CDK7,0.5424
RAPGEF3,0.5424
CORO7,0.5427
INO80C,0.5439
SHC1,0.5439
NCBP2,0.5439
POP1,0.5443
LMO4,0.5443
MFNG,0.5443
GTF3A,0.5446
SGF29,0.5446
NPC1,0.5448
CHAT,0.5452
B3GALNT1,0.5452
STRADA,0.5452
ZBED6CL,0.5452
ACSL4,0.5452
SMAD7,0.5452
IRF9,0.5452
CAPN13,0.5452
DLEC1,0.5452
KMT2E,0.5452
FXR1,0.5452
GBE1,0.5452
PPM1B,0.5452
SPRY1,0.5452
ANGPTL4,0.5452
SUCLA2,0.5452
SCOC,0.5452
SSU72,0.5452
C3,0.5452
ECHDC3,0.5452
ZNF646,0.5452
MAGEA11,0.5452
LHFP,0.5455
SYNE1,0.5458
ASRGL1,0.546
HILPDA,0.546
TUBB4B,0.546
FDFT1,0.5466
SNX10,0.547
JSRP1,0.5479
D2HGDH,0.5479
CASZ1,0.5479
AFM,0.5479
RPL39L,0.5479
SPINK13,0.5479
HAUS8,0.5479
FNDC4,0.5479
ZC3HAV1L,0.5479
ADPRH,0.5482
KDELC1,0.5482
USP2,0.5482
OR5AU1,0.5482
COX19,0.5482
TRPV3,0.5484
GTF2IRD2B,0.5484
PLPPR1,0.5484
MCM4,0.5489
ADAT2,0.5489
PGK1,0.5489
PAGR1,0.5489
SOD2,0.5489
MTFP1,0.5489
PVRIG,0.5489
ANXA2,0.5489
RPL23AP32,0.5489
PIFO,0.5489
PARD6A,0.5489
LMO3,0.5489
FIGN,0.5489
ZNF30,0.5489
FAM127B,0.5489
ZFAT,0.5489
TNFRSF9,0.5489
CACNB1,0.5489
SQRDL,0.5489
CNBD2,0.5489
AKAP12,0.5489
REC8,0.5493
MON2,0.5496
RPL37A,0.5501
RDH12,0.5501
RGS3,0.5528
FAM86C1,0.5531
SYNC,0.5543
PTPN5,0.5543
PGK1,0.5543
SLC15A4,0.5543
CCND3,0.5543
MTPN,0.5547
ABHD12B,0.5555
ID2,0.5555
CFB,0.5555
ACO2,0.5555
ZNF365,0.5555
ENO1,0.5556
PRPS1,0.5557
RMND5A,0.5557
STARD13,0.5557
CUBN,0.5557
NUDC,0.5557
PHLDA2,0.5557
IFI6,0.556
IL36B,0.5564
HORMAD1,0.5567
FAM189A1,0.5569
RXRB,0.5569
KIAA0556,0.5569
JKAMP,0.5569
FGF12,0.5569
GDI2,0.557
TRIM13,0.557
ANKS1A,0.557
LOC101927851,0.5574
PDXK,0.5574
DIXDC1,0.5579999999999999
MAP3K7,0.5579999999999999
GAMT,0.5588
RAB32,0.5588
TWSG1,0.5588
CCM2L,0.5588
SSX1,0.5588
ECH1,0.5588
SEC31B,0.5588
LPIN2,0.5588
PRR5L,0.5588
CREB1,0.5588
CPSF6,0.5588
UGT8,0.5588
VAT1,0.5588
MAP2K3,0.5588
OR11H12,0.5593
SNHG15,0.5593
CHSY3,0.5593
PITX3,0.5597
ZNF768,0.5597
KRCC1,0.5597
CRTC2,0.5597
FUT3,0.5597
TPD52L3,0.5597
CBX2,0.5597
ZSCAN31,0.5597
POLE2,0.5597
PARD3B,0.5605
CAB39L,0.5616
TMEM80,0.5616
KCNG3,0.5616
EFNA4,0.5618
PCGF6,0.5618
SLC25A42,0.5618
THSD4,0.5618
LRRC17,0.5618
MYEOV,0.5643
RARS2,0.5643
SGSH,0.5644
BIRC7,0.5644
ANKRD22,0.5651
PMP22,0.5651
PAGR1,0.5651
KDF1,0.5651
PRIM1,0.5654
PRMT6,0.5654
AJAP1,0.5666
IFIT1,0.5666
DDX1,0.5666
KLF10,0.5667
RPL13P5,0.5667
GIPC2,0.5667
KRT10,0.5670000000000001
ID1,0.5676
RGS3,0.5676
ERCC1,0.5676
BBS12,0.5676
ZNF202,0.5676
SUMF2,0.5683
JAKMIP2,0.5683
EPHB1,0.5684
G3BP1,0.5684
FRMD5,0.5684
PYCR2,0.5684
C10orf53,0.5687
COL27A1,0.5687
CD99L2,0.5687
POLR3H,0.5687
C3orf14,0.5687
EMP3,0.5687
BFSP2,0.5687
WNT7A,0.5687
BIRC2,0.5687
FOXC2,0.5687
ZSCAN32,0.5689
HAO2,0.5689
TRPM8,0.5689
NRP2,0.5689
CHEK2,0.5693
DSG3,0.57
ZNF789,0.57
ADAMTS5,0.57
LARP6,0.57
BTBD16,0.57
EPHX1,0.57
PLEKHA2,0.57
ARL5A,0.5703
ZNF616,0.5710000000000001
AK8,0.5721
PAGE4,0.5729
DHRS7,0.5729
KDELR3,0.5731
FABP5,0.5734
SLC41A3,0.5734
MCM10,0.5734
DNAJB12,0.5738
C12orf76,0.5738
FXYD2,0.5738
SLC9A6,0.574
C1orf74,0.5753
SOST,0.5753
NAP1L2,0.5753
SLC25A28,0.5753
OR6N1,0.5753
KRT80,0.5753
PSG2,0.5756
S100A4,0.5757
GEMIN4,0.5765
SDF4,0.5768
ERG,0.5772
ECHDC2,0.5772
ABHD11,0.5772
OAS1,0.5772
PGM3,0.5772
CCDC58,0.5772
SH2D6,0.5772
NCK2,0.5772
EPS15,0.5772
IL17REL,0.5772
IL25,0.5772
FUT6,0.5772
RABGEF1,0.5772
IP6K1,0.5772
SIVA1,0.5772
EFHC2,0.5772
PACS2,0.5772
TMTC3,0.5772
LOC101929759,0.5772
RNF7,0.5785
C17orf97,0.5785
RORA,0.5785
MMADHC,0.5791
CNN3,0.5796
GRPEL1,0.5798
EXPH5,0.5798
IDH2,0.5804
RAB23,0.5806
FIBP,0.5806
TRNP1,0.5812
VCL,0.5816
PCF11,0.5823
TLN2,0.5828
WDR36,0.584
CAMSAP2,0.584
SNTB1,0.5847
BRCA1,0.5847
GRAMD3,0.585
OTOP1,0.585
TARS,0.585
FRAT2,0.5858
CAMKMT,0.5858
R3HDM1,0.5859
FXYD2,0.5863
KDSR,0.5863
F2R,0.5867
GPAT2,0.5867
AADAC,0.5867
RFWD3,0.5867
CNTN1,0.5876
SOX17,0.5876
C6orf201,0.5876
RNLS,0.5876
BARHL2,0.5877
TMEM132D,0.5888
HSPB8,0.5893
MYL6,0.5902
DNAJB12,0.5902
PRKAR1B,0.5902
CD34,0.5904
RECK,0.591
RAB11FIP1,0.5939
NUP98,0.5942
TKTL1,0.5942
PCMTD1,0.5942
IFI6,0.5942
TPTEP1,0.5942
FGF19,0.5942
DOCK10,0.5942
CORO2A,0.5942
VPS53,0.5942
HHLA3,0.5942
OR6N2,0.5942
IL37,0.5942
AK2,0.5942
ARSD,0.5942
F2RL1,0.5942
IFITM5,0.5942
CD84,0.5942
GLYAT,0.5942
PIGR,0.5942
SLC30A7,0.5942
MAPK1,0.5942
UCHL5,0.5943
ACLY,0.5943
SDHD,0.5943
ALPK1,0.5943
NCAPD2,0.5943
KNL1,0.5944
KIAA0753,0.5944
MRPL21,0.5944
RNGTT,0.5944
SLF2,0.5944
KRTAP5-9,0.5944
FAM171B,0.5944
G2E3,0.5944
ZNF823,0.5944
ANKRD20A1,0.5944
MXRA7,0.5946
GUCY1A3,0.5946
FAM107B,0.5952
THYN1,0.5952
RAB11FIP2,0.5953
BTG2,0.5955
SDSL,0.5963
ANK3,0.5964
PKD2,0.5964
SLC22A18,0.5973
PMAIP1,0.5973
GAPDH,0.5973
SIVA1,0.599
RHBDL2,0.5992
PNMA2,0.5992
C15orf52,0.5992
UBE2L6,0.5992
YY1,0.5992
RGS4,0.5998
GRB14,0.5998
MTNR1A,0.5998
MCOLN2,0.5998
FDPSP2,0.5998
WLS,0.5998
CTSC,0.5998
SLCO4A1,0.5998
MRPL37,0.5998
PARVB,0.5998
NEK7,0.5998
TNPO1,0.5998
SERPINI1,0.6
SMPD1,0.6
SCN2A,0.6002
DDIT4,0.6002
BOLA2,0.6004
PEX16,0.6004
MFSD4A,0.6004
DYNLRB1,0.6004
ZNF280C,0.6004
BANK1,0.6004
LGMN,0.6004
DCAKD,0.6004
C9orf43,0.6004
DYRK1B,0.6004
UTS2R,0.6004
TMPRSS2,0.6004
S100A3,0.601
KIRREL2,0.6011
ATP6V0A4,0.6024
ZNF177,0.603
KCTD17,0.603
ADSS,0.603
SALL1,0.603
LURAP1L,0.603
FBXW8,0.6034
VOPP1,0.6034
EPB41L5,0.6034
HELLS,0.6034
RBM38,0.6034
HS3ST1,0.6034
GRIA4,0.6043
PTRH2,0.6048
HPR,0.6048
PIK3R2,0.6048
SPIN4,0.6048
NSUN5P1,0.6057
CELF2-AS2,0.6057
C3orf58,0.6057
RAD51C,0.6057
PDGFRL,0.6057
MTERF3,0.6058
LINC00626,0.606
KRTAP17-1,0.6064
MED16,0.6068
SNORD25,0.6068
SLC41A3,0.6068
TOB1,0.6068
VRK3,0.6068
ERCC1,0.6068
MCM10,0.6068
ELK4,0.6068
NIPAL3,0.6073
TFEC,0.6073
IFI44,0.6076
C1QL4,0.6076
CXXC1,0.6076
GPAT3,0.6076
CMTM4,0.6082
MMP2,0.6082
MTFP1,0.6082
ZNF311,0.6082
PFKFB3,0.6082
LOC105374546,0.6088
L2HGDH,0.6088
PDPK1,0.6103
EFEMP2,0.6108
CUL4A,0.6108
DIMT1,0.6112
CFAP126,0.6112
MCM6,0.6115
HNRNPL,0.6121
AKTIP,0.6121
UCN,0.6121
FAM212B,0.6127
ABCA1,0.6127
OASL,0.6127
B4GALT6,0.6133
ZEB1-AS1,0.6139
NOTCH1,0.6145
MRPL2,0.6145
MMP1,0.6151
ANXA10,0.6152
FAM129A,0.6152
NCSTN,0.6154
ALDH3A2,0.6159
SPDYE1,0.6159
COQ6,0.6159
LINC00841,0.6159
EMP1,0.6159
NAA38,0.6165
GRB14,0.6166
HMGB2,0.6177
MAGEC2,0.6177
HIST1H1A,0.618
PPP1R16A,0.618
MAGIX,0.62
GTDC1,0.62
KIFAP3,0.6203
RAB27A,0.6203
ALDH3B1,0.6205
TRIOBP,0.6205
KBTBD11-OT1,0.6205
JARID2,0.6205
HMGCS1,0.6205
CCDC88A,0.6209
ZNF200,0.6209
MARVELD3,0.6209
CAB39L,0.6209
BEND4,0.6209
TRIM63,0.6209
FHOD3,0.6209
GDF15,0.6209
TMEM14A,0.6209
STXBP2,0.6209
SKA2,0.6209
RPRML,0.621
GNG11,0.621
LIG3,0.621
CADPS2,0.621
DNAJB6,0.621
S100PBP,0.621
SEPT11,0.6214
ATG4D,0.6214
OMA1,0.6216
SDC2,0.6216
ZFP57,0.6217
DNAJC2,0.6217
SPATA9,0.6217
OR6C6,0.6218
LY6G5C,0.6218
LAMP1,0.6218
LPXN,0.6218
WDR47,0.6218
KANSL1,0.6218
MRPL21,0.6218
AFAP1L1,0.6218
DPP3,0.6218
DHX40,0.6218
NANS,0.6218
YIPF1,0.6218
PHACTR4,0.6218
TMEM207,0.6218
SH3D21,0.6218
FAM204A,0.6218
CDY2A,0.6218
CSTF1,0.6218
TSPAN33,0.6218
ASNS,0.6218
MLLT6,0.6218
GRB7,0.6218
SLC25A25,0.6218
MLXIPL,0.6218
EPB41L5,0.6218
LOC101927418,0.6218
AACS,0.6219
SLC7A8,0.6222
DOCK11,0.6223
UNKL,0.6223
AP3B1,0.6223
DICER1,0.6223
ZNF740,0.6223
SFR1,0.6223
LOC105378137,0.6223
TLE4,0.6223
ALDH1L1,0.6223
CD68,0.6223
TMEM97,0.6223
USP46,0.6223
NCK1,0.6236
VCL,0.6236
VAT1L,0.6238
MSH3,0.6238
TSC1,0.6238
PSAP,0.6238
ATG13,0.6238
MTFP1,0.6238
UNC5C,0.6238
SARS,0.6238
HHLA3,0.6238
ST6GAL1,0.6238
ALDH5A1,0.6238
ATP5F1,0.6238
FZD8,0.6246
KIF20B,0.6246
NARF,0.6249
TAX1BP1,0.6253
GGTLC1,0.6261
POLH,0.6261
SLC22A16,0.6263
PITPNC1,0.6263
ISY1,0.6263
RNF219,0.6263
CLDN2,0.6263
CLEC10A,0.6263
PPP1R14C,0.6263
S100A1,0.627
PIAS3,0.6271
CDK10,0.6271
TMEM45A,0.6273
ANXA4,0.6274
MPHOSPH10,0.628
SEC23IP,0.6284
MEGF9,0.6284
SLC25A29,0.6284
SLC4A5,0.6284
NAA35,0.6284
SLC22A15,0.6284
ARHGEF10,0.6284
SNRPB2,0.6284
CHRNA4,0.6284
UNC5A,0.6284
CCT6A,0.6284
MAP7D2,0.6284
ANKRD30A,0.6284
MBOAT1,0.6284
KCNK16,0.6284
CLIC1,0.6286
RHBDF2,0.6286
C17orf97,0.6286
AGBL4,0.629
JMJD6,0.629
TRIAP1,0.6293
ABCB8,0.6297
FAM210A,0.6305
ALS2CR11,0.6309
PGK2,0.6309
APOL1,0.6309
HSPA9,0.6312
SNORD14C,0.6318
AKR1B10,0.6323
PRRX1,0.6323
SLC6A20,0.6327
GLRA2,0.6329
SYVN1,0.6329
B9D2,0.6336
ALDH1B1,0.6336
CC2D2A,0.6339
IDI1,0.6339
TRMT11,0.6339
TFCP2,0.6339
CRYZL1,0.6346
PPP2R2B,0.6346
MCOLN1,0.6346
CSE1L,0.6346
BRPF3,0.6346
ZNRD1,0.635
LOX,0.635
OR11H1,0.635
CASC3,0.635
HCCS,0.635
SYT8,0.635
TERF1,0.6352
ENO3,0.6352
NSUN5,0.6352
ECE2,0.6352
PDCD1,0.6352
TH,0.6352
SPRY2,0.6355
GLTSCR1,0.6355
ICK,0.6356
LRRK1,0.6356
P2RY14,0.6356
DNAJB6,0.6356
NAT14,0.6356
HTR2C,0.6368
DESI2,0.637
SMPDL3A,0.637
VPS37C,0.637
ARHGEF15,0.637
WFIKKN2,0.637
LETM2,0.637
CDC123,0.637
FNDC8,0.637
PTCRA,0.637
FAM155A-IT1,0.6378
FA2H,0.6378
CXCL16,0.6378
SMARCC2,0.6378
USH1C,0.6378
MAPK10,0.6381
OCLN,0.6392
GMPR2,0.6394
DNAJB12,0.6397
C19orf48,0.6403
C11orf95,0.6403
JAK1,0.6403
SLC30A6,0.6403
F2RL3,0.6409
C5AR1,0.6409
IFIT2,0.6409
HCFC1,0.6409999999999999
HERC2P2,0.6409999999999999
CAMSAP3,0.6409999999999999
BNIP3,0.6409999999999999
GRAMD1C,0.6409999999999999
PAXBP1,0.6411
UTP15,0.6411
AZIN1,0.6415
TUBA1A,0.6415
OR2A20P,0.6417
ZFAND1,0.6418
C8orf46,0.642
TFAP2A,0.6423
CHERP,0.6424
SCN7A,0.6424
ALDH3A2,0.6424
KCNAB2,0.6424
SEC14L2,0.6424
OMD,0.6424
AP5S1,0.6424
SLC27A5,0.6424
THAP2,0.6424
LINC01091,0.6424
CCDC122,0.6424
HCP5,0.6424
FABP3,0.6424
GPR19,0.6424
TICAM1,0.6424
HOMER1,0.6424
ZNHIT6,0.6424
ADHFE1,0.6425
SORL1,0.6425
GPR27,0.6425
COL7A1,0.6425
KRTAP19-4,0.6429
CASP10,0.6431
GINS1,0.6437
ZNF695,0.6442
LMO2,0.6442
WASH1,0.6446
KCNA1,0.6452
PEA15,0.6452
UCHL1,0.6453
STMN1,0.6453
MAGEB2,0.6453
LAMA3,0.6453
COG1,0.6453
ADK,0.6453
WNK1,0.6453
SMARCC2,0.6453
TXK,0.6462
CLDN10,0.6462
GOLT1B,0.6466
GAGE4,0.6469
JAK3,0.6469
SHISA3,0.6475
TMEM45A,0.6481
ANKRD33,0.6482
TTC28,0.6487
CGB3,0.6493
KIF24,0.6495
LOC101928438,0.6501
TNFAIP6,0.6505
ALG11,0.6521
KLHL21,0.6521
BCL2L15,0.6523
MPRIP,0.6523
LOC100288238,0.6523
BHLHA15,0.6523
COL8A1,0.6523
SUPT16H,0.6526
OPN4,0.6527
TNFSF13B,0.6527
IL17F,0.6527
RNF123,0.6531
ARPC2,0.6531
CYB5A,0.6534
IRS1,0.6547
NUDT16L1,0.6547
ZC2HC1C,0.6547
RPGR,0.6547
AMMECR1,0.6547
ATN1,0.6547
HK2,0.6547
NAA35,0.6547
ZMYND8,0.6547
CTSE,0.6547
SMARCA5,0.6547
LGALS9B,0.6552
TMEM214,0.6552
VPS16,0.6555
HSPB11,0.6556
NOL6,0.6557
MPC1,0.6557
SPDYE4,0.6557
SLC5A7,0.6557
ATP2A2,0.6557
CRIP2,0.6557
PARG,0.6564
DYNC2H1,0.6564
RABEPK,0.6564
GALNT8,0.6564
CD82,0.6564
DUS1L,0.6564
ZNF138,0.6564
SNX30,0.6564
AIF1L,0.6564
F2RL1,0.6564
H2AFY,0.6564
BEND2,0.6564
RFC1,0.6564
FBLN2,0.6564
PRKCI,0.6564
ANKRD20A1,0.6564
FCF1,0.6564
SYNE2,0.6564
CD44,0.6564
ADAMDEC1,0.6565
POLA1,0.6566
KLK4,0.6566
ADRA2B,0.6566
RPS6KA1,0.6566
GLYATL2,0.6566
KDM3A,0.6566
TUBB,0.6566
WDR64,0.6566
LRRC40,0.6572
RAC2,0.6582
MLC1,0.6582
CR2,0.6582
SLC38A8,0.6582
LIPA,0.6582
EFHD1,0.6582
BHLHE40,0.6582
HEYL,0.6582
RAB3B,0.6582
HOOK3,0.6583
GBP1,0.6583
AKR1B15,0.6583
CUEDC1,0.6583
PEX1,0.6583
FAM109B,0.6583
BTBD9,0.6583
ARHGAP29,0.6583
RCC1,0.6583
RBMX2,0.6583
CSGALNACT1,0.6583
TMEM45B,0.6583
CHMP5,0.6583
AGL,0.6583
PRDM11,0.6583
CDC25B,0.6583
OR2T35,0.6583
LYSMD3,0.6583
PITRM1,0.6583
ASB6,0.6583
GSDMA,0.6583
PLEKHG1,0.6583
ENTHD1,0.6583
GAK,0.6583
DEGS1,0.6583
ANKRD20A1,0.6583
DNM1L,0.6583
CIAPIN1,0.6583
TBC1D1,0.6583
PLAC8,0.6583
ANP32AP1,0.6583
PSRC1,0.6583
ACOT11,0.6583
FAM222A,0.6583
FSHB,0.6584
CCDC34,0.6588
PDS5B,0.6592
APP,0.6592
CALM2,0.6594
CD28,0.6594
CLEC10A,0.6604
HTR1E,0.6607
RPUSD1,0.6607
RGS6,0.6607
DEAF1,0.6607
SHANK2,0.6607
ST7-AS2,0.6607
KIF1B,0.6607
KCNB2,0.6609999999999999
KCNK15,0.6613
TRIOBP,0.6618
KIAA1524,0.6618
PRTG,0.6628
ZNF763,0.6629999999999999
SECISBP2L,0.6637
RNFT2,0.6637
CRCP,0.6637
IFI44L,0.6637
PALD1,0.6637
NECAB3,0.6637
SYNJ1,0.6637
C11orf63,0.6637
ATP7B,0.6637
CLN6,0.6637
CLN3,0.6637
KLHDC9,0.6637
GUF1,0.6639
RAPH1,0.6645
SMDT1,0.6645
FBXO8,0.6645
NGDN,0.6645
PIPOX,0.665
HAT1,0.6652
DACT2,0.6657
ZNF789,0.6657
RBBP4,0.6665
SPNS1,0.6665
MXRA5,0.6665
SNRPD3,0.6665
MCM7,0.6665
JMJD1C,0.6665
HELLS,0.6668
FHL2,0.6668
LCT,0.6668
DBNDD1,0.6668
NMT2,0.6668
EXOC3L2,0.6668
HECTD3,0.6668
FBXO22,0.6668
CRIPAK,0.6668
LIPC,0.6668
ZNRD1,0.6668
SPANXA2,0.6668
TCAF2,0.6668
KITLG,0.6671
SPO11,0.6672
GJC2,0.6672
TMEM65,0.6672
C14orf159,0.6672
C17orf51,0.6676
SPATA20,0.6676
SOX4,0.6681
PEF1,0.6681
SH3TC1,0.6681
FBLIM1,0.6682
ZNF566,0.6682
CLPX,0.6682
SKAP1,0.6682
CCDC138,0.6682
BMP5,0.6682
POTEI,0.6682
CDC42EP4,0.6682
SENP8,0.6682
CD24,0.6682
DESI1,0.6682
ZNF184,0.6682
LRRN4,0.6682
DIAPH3,0.6682
DTNBP1,0.6682
CERS2,0.6682
PDCD4,0.6682
DSCAM,0.6682
POLG,0.6682
PCDHB14,0.6682
AMMECR1,0.6682
MDM2,0.6682
EHBP1,0.6682
DCDC2,0.6682
OLIG2,0.6682
ARHGAP33,0.6682
AP3M1,0.6682
FRAT1,0.6682
KIAA0368,0.6682
ZNF776,0.6682
DNAJC9,0.6685
KHSRP,0.6694
PTGER2,0.6696
SULT1A1,0.6696
SPDEF,0.6696
GPT,0.6696
DUSP12,0.6696
TCP10L,0.67
ANXA2P3,0.67
RINL,0.67
ST7-OT4,0.67
RGS8,0.67
NEDD8,0.6704
GRIP2,0.6704
GPRIN2,0.6705
TIGD5,0.6707
ALOX12P2,0.6707
ZNF607,0.6707
AFP,0.6707
TMEM14C,0.6709
SFTPA1,0.6709
GCDH,0.6709
CALD1,0.6709
PRCP,0.6714
METAP2,0.6717
TRPT1,0.6717
RAET1L,0.6717
SLC25A40,0.6717
SCGB2A1,0.6717
SOX30,0.6717
GRTP1,0.6718
SLC9A9,0.6718
CTRB2,0.6725
VSTM4,0.6726
PRCP,0.6728
SPINK6,0.6729
CETN2,0.6731
RUNX2,0.6732
CCL20,0.6735
PSME2,0.6736
MSTN,0.6737
ISM1,0.6739
LINC01091,0.6739
QSOX2,0.6739
ANKRD1,0.6739
CFLAR,0.6743
RAB3D,0.6745
FGFBP3,0.6745
STT3B,0.6745
FBXL12,0.6745
VDAC1,0.6745
TIGD1,0.6745
VRK3,0.6745
EPB41L4B,0.6747
SLC37A4,0.6749
GPR155,0.6749
REC8,0.6753
SCD5,0.6753
CDK6,0.6767
OR2V2,0.6767
G3BP2,0.6767
FER,0.6767
AK4,0.6767
ENKD1,0.6767
POPDC3,0.6767
SRSF11,0.6767
UGT2B11,0.6767
STOX2,0.6767
ANKRD22,0.6767
NR3C1,0.6767
CCT2,0.6767
GPRC5C,0.6767
SLC10A4,0.6767
MPG,0.6767
BHLHE22,0.6767
HOXA11,0.6767
SLC30A4,0.6767
LINC00160,0.6767
RETN,0.6767
ZFP36,0.6767
C8orf82,0.6767
NAA15,0.6767
ERGIC3,0.6767
CYB5A,0.6774
ZSCAN1,0.6777
MS4A8,0.6777
PDPK1,0.6777
CLIP2,0.6777
OR4X1,0.6777
GTF2IP1,0.6777
TMEM80,0.6777
IER5L,0.6777
TPBG,0.6777
MYO7A,0.6777
SLCO3A1,0.6777
MDM2,0.6777
NCEH1,0.6777
FLJ42969,0.6777
DENND2C,0.6777
ETFB,0.6777
KMT2C,0.6777
DEPDC7,0.6777
TTC7B,0.6777
ZNF304,0.6777
C22orf29,0.6777
S100A7L2,0.6777
FAM214A,0.6777
NT5E,0.6777
ZAK,0.6777
PHKG1,0.6777
PXDNL,0.6778
LRRC45,0.6778
LIG4,0.6778
MB21D2,0.6778
TARSL2,0.6779
RPS6KL1,0.6781
OR10AD1,0.6781
ZNF672,0.6781
RASSF2,0.6781
LOC105370068,0.6788
SULT1A2,0.6788
RNF152,0.6788
SULF2,0.6788
THTPA,0.6788
S100A13,0.6788
ARHGAP17,0.6788
C1D,0.6788
SCCPDH,0.6788
LGALS3BP,0.6788
ACPT,0.6788
HIST1H4I,0.6788
RPL23,0.6788
TEX15,0.6788
FANCA,0.6788
LINC00672,0.6788
PEBP1,0.6788
DDC,0.6788
FOXF2,0.6788
EPDR1,0.679
LSP1,0.6792
TYR,0.6794
CD80,0.6794
C5orf42,0.6795
STUB1,0.6795
ALX1,0.6797
CTXN1,0.6797
C12orf40,0.6801
LRRC45,0.6801
LCMT1,0.6801
IRAK3,0.6807
DIP2C,0.6808
TAF1A-AS1,0.6808
CLP1,0.6808
NAPB,0.6808
NAMPT,0.6808
FAM198B,0.6808
ADHFE1,0.6826
SLCO1B7,0.6826
LTK,0.6826
CT47A7,0.6826
PRAME,0.6832
ACCSL,0.6833
ADAMTS1,0.6833
ST8SIA1,0.6833
GMIP,0.6833
HSP90B1,0.6833
ADGRG5,0.6836
PPIL1,0.6839
WAC,0.6839
PRPF39,0.6839
ICOSLG,0.6839
IFRD1,0.6845
ART1,0.6845
SLC30A5,0.6845
MRM2,0.6848
CPNE5,0.6848
LOC101927534,0.6848
BEX3,0.6848
RNF146,0.6848
ETV2,0.6848
CYB5R1,0.6848
MAX,0.6848
HEATR1,0.6848
ZNF285,0.6848
ZNF3,0.6848
ADAM23,0.6848
ARL8B,0.6848
SNORA25,0.6848
MEIOB,0.6848
HSDL2,0.6848
SNRPA,0.6848
CADPS2,0.6848
LOC101928796,0.6848
ASB3,0.6848
IL10,0.6848
TSPAN7,0.6848
SSBP2,0.6848
ECD,0.6848
UTRN,0.6848
NCOA1,0.6848
IL13RA2,0.6853
HPCAL1,0.6855
APTX,0.6857
DLEU1,0.6857
IL6ST,0.6857
SPATA18,0.6865
ADRB2,0.6866
ACTL6A,0.6866
U2AF1L4,0.6866
ZMYND8,0.6866
NOV,0.6866
VKORC1,0.6866
SLC22A3,0.6866
HOXB8,0.6866
NR1H3,0.6866
SLC4A5,0.6866
RSPH10B,0.6866
CD300A,0.6866
GBAS,0.6866
GEMIN2,0.6866
GPNMB,0.6866
FADS1,0.6866
TGM5,0.6866
SCRIB,0.6866
SLC25A53,0.6866
MIR99AHG,0.6866
YTHDF1,0.6866
L1CAM,0.6866
SPATA2L,0.6866
ATP5D,0.6869
ABCA6,0.687
ATP10B,0.687
ABCE1,0.6873
WDR45,0.6879
ADGRE5,0.6879
OR13C9,0.6885
