ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_2048414	0.1583	7.92e-04	4.6584729	-0.22488	1.02446302	UGT2B15	UDP glucuronosyltransferase family 2 member B15
ILMN_1651354	0.1583	7.95e-04	-4.6563102	-0.22794	-1.83271612	SPP1	secreted phosphoprotein 1
ILMN_1729288	0.1606	8.19e-04	-4.6374574	-0.25459	-0.49350275	C1QTNF6	C1q and tumor necrosis factor related protein 6
ILMN_1703330	0.1606	8.21e-04	-4.6360097	-0.25663	-0.51332292	FEM1C	fem-1 homolog C
ILMN_2224486	0.1606	8.21e-04	-4.6355354	-0.25731	-0.38570691	C3orf14	chromosome 3 open reading frame 14
ILMN_1759330	0.1606	8.22e-04	4.6353023	-0.25764	0.49514066	KIF1A	kinesin family member 1A
ILMN_1685709	0.1606	8.23e-04	4.6344343	-0.25886	1.11242251	TMEM125	transmembrane protein 125
ILMN_1787378	0.1609	8.28e-04	4.6304053	-0.26457	0.73120073	ADD3	adducin 3
ILMN_1772686	0.1609	8.31e-04	4.6280595	-0.26789	0.54068785	FGD3	FYVE, RhoGEF and PH domain containing 3
ILMN_1738725	0.162	8.43e-04	-4.6189986	-0.28073	-0.53842945	LIF	leukemia inhibitory factor
ILMN_1772241	0.162	8.43e-04	-4.6188845	-0.2809	-0.5655087	SQLE	squalene epoxidase
ILMN_1743111	0.1624	8.49e-04	4.614739	-0.28678	1.74722106	GLYATL3	glycine-N-acyltransferase like 3
ILMN_1758943	0.1629	8.55e-04	-4.6099749	-0.29354	-0.43664266	BRINP3	BMP/retinoic acid inducible neural specific 3
ILMN_1747627	0.1629	8.58e-04	4.6078942	-0.29649	0.52330243	ABCA2	ATP binding cassette subfamily A member 2
ILMN_2380999	0.1641	8.68e-04	-4.6007769	-0.3066	-0.36675866	RECQL	RecQ like helicase
ILMN_1743078	0.1646	8.74e-04	4.59644	-0.31277	0.5211838		
ILMN_1757210	0.166	8.87e-04	4.5866848	-0.32665	0.80185261	CALML4	calmodulin like 4
ILMN_1690125	0.166	8.92e-04	-4.5834069	-0.33131	-0.63244221	PDLIM7	PDZ and LIM domain 7
ILMN_1669848	0.166	8.96e-04	-4.5802041	-0.33588	-0.43669888		
ILMN_1656057	0.166	8.99e-04	-4.5785193	-0.33828	-0.80278138	PLAU	plasminogen activator, urokinase
ILMN_1750885	0.166	8.99e-04	-4.5782005	-0.33873	-0.56427497	ARL14EPL	ADP ribosylation factor like GTPase 14 effector protein like
ILMN_1730986	0.166	9.02e-04	-4.5761	-0.34172	-0.71527354	MALT1	MALT1 paracaspase
ILMN_2297765	0.166	9.05e-04	-4.5741746	-0.34447	-0.56987417	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
ILMN_2220187	0.166	9.08e-04	4.5720174	-0.34754	0.56594481	GFPT1	glutamine--fructose-6-phosphate transaminase 1
ILMN_2041293	0.1669	9.20e-04	-4.5638878	-0.35914	-0.55357195	SQLE	squalene epoxidase
ILMN_1844593	0.1669	9.20e-04	-4.5636411	-0.35949	-0.52203522	NRG1	neuregulin 1
ILMN_1813350	0.1673	9.26e-04	4.5597404	-0.36506	0.6184299	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2
ILMN_1760575	0.1678	9.32e-04	-4.5555431	-0.37106	-0.41224509	PTP4A1	protein tyrosine phosphatase type IVA, member 1
ILMN_1778684	0.1678	9.35e-04	-4.553393	-0.37413	-0.47466441	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)
ILMN_1752214	0.1692	9.47e-04	4.545706	-0.38512	0.82536352	UGT2B17	UDP glucuronosyltransferase family 2 member B17
ILMN_1710284	0.1693	9.51e-04	-4.5431602	-0.38876	-0.46811587	HES1	hes family bHLH transcription factor 1
ILMN_1803219	0.1696	9.57e-04	4.5390598	-0.39463	0.5854311	TMC4	transmembrane channel like 4
ILMN_1680689	0.1696	9.65e-04	-4.5333323	-0.40283	-0.98714336		
ILMN_1806533	0.1696	9.67e-04	-4.5322238	-0.40442	-0.81486449	PDE7B	phosphodiesterase 7B
ILMN_1730670	0.1696	9.69e-04	-4.531297	-0.40574	-0.6774496	FSTL3	follistatin like 3
ILMN_1688642	0.1696	9.69e-04	4.530835	-0.40641	0.4453759	LAMC3	laminin subunit gamma 3
ILMN_1895227	0.1711	9.82e-04	-4.5229614	-0.41769	-0.41632675		
ILMN_1779855	0.1716	9.88e-04	-4.5188745	-0.42355	-0.47412483	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
ILMN_2241627	0.172	9.94e-04	4.515292	-0.42869	0.53963933	MAGEC1	MAGE family member C1
ILMN_1854349	0.1725	1.00e-03	-4.5110055	-0.43485	-0.40935313	RNF217	ring finger protein 217
ILMN_1761247	0.1729	1.01e-03	4.5075105	-0.43987	0.5319951	PIR	pirin
ILMN_1811779	0.1729	1.01e-03	-4.5049579	-0.44353	-0.56186533		
ILMN_1691798	0.1729	1.01e-03	-4.5022808	-0.44738	-0.46650102	ZNF26	zinc finger protein 26
ILMN_2064725	0.1729	1.02e-03	4.4997071	-0.45108	0.86041871	METTL7B	methyltransferase like 7B
ILMN_1735220	0.1729	1.02e-03	-4.4986274	-0.45263	-0.96930557	CAV2	caveolin 2
ILMN_1764690	0.1733	1.03e-03	4.4923466	-0.46167	1.86239573	NTS	neurotensin
ILMN_2198300	0.1733	1.03e-03	-4.4902035	-0.46475	-0.6588449	SPANXC	SPANX family member C
ILMN_1734950	0.1733	1.04e-03	-4.4892644	-0.4661	-0.49769911	LOXL1	lysyl oxidase like 1
ILMN_2414325	0.1733	1.04e-03	-4.4885341	-0.46715	-0.4830739	TNFAIP8	TNF alpha induced protein 8
ILMN_1790529	0.1733	1.05e-03	4.4829216	-0.47524	1.27253005	LUM	lumican
ILMN_1814769	0.1733	1.05e-03	4.48266	-0.47561	0.77165354		
ILMN_1847334	0.1733	1.05e-03	4.482277	-0.47617	0.62175161		
ILMN_2218935	0.1755	1.06e-03	4.4720151	-0.49096	0.58195667	GPR37	G protein-coupled receptor 37
ILMN_1673352	0.1763	1.08e-03	-4.4650071	-0.50107	-0.53427183	IFITM2	interferon induced transmembrane protein 2
ILMN_1751885	0.1763	1.08e-03	-4.4649073	-0.50121	-0.58971048	ADGRG2	adhesion G protein-coupled receptor G2
ILMN_1779147	0.1767	1.08e-03	-4.4615717	-0.50603	-0.50462293	ENC1	ectodermal-neural cortex 1
ILMN_1717326	0.1769	1.09e-03	4.4586019	-0.51032	0.42997283	SLC29A3	solute carrier family 29 member 3
ILMN_2399919	0.1776	1.10e-03	4.4540871	-0.51684	0.37940604	MLXIPL	MLX interacting protein like
ILMN_1748303	0.1777	1.10e-03	4.4516615	-0.52035	0.83845454		
ILMN_1728787	0.1799	1.12e-03	4.4400555	-0.53713	1.10423057	AGR3	anterior gradient 3, protein disulphide isomerase family member
ILMN_1732066	0.1799	1.12e-03	4.4399764	-0.53725	0.77675505	CKMT1A	creatine kinase, mitochondrial 1A
ILMN_2168747	0.1807	1.13e-03	4.4350583	-0.54437	0.44730277	GSTA2	glutathione S-transferase alpha 2
ILMN_1725346	0.1818	1.15e-03	-4.4246721	-0.55942	-0.55893018	SNAPC1	small nuclear RNA activating complex polypeptide 1
ILMN_1808677	0.1818	1.15e-03	4.4238167	-0.56066	0.58061786	UGT2B17	UDP glucuronosyltransferase family 2 member B17
ILMN_1669928	0.1818	1.15e-03	4.4236713	-0.56087	0.41440767	ARHGEF16	Rho guanine nucleotide exchange factor 16
ILMN_1695821	0.1818	1.15e-03	4.4232902	-0.56142	0.48901396	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta
ILMN_1789244	0.1839	1.17e-03	4.4131746	-0.5761	0.4703224	SOX8	SRY-box 8
ILMN_1767665	0.1839	1.17e-03	-4.4120915	-0.57767	-0.44466809	GPX8	glutathione peroxidase 8 (putative)
ILMN_1781906	0.1843	1.18e-03	-4.4086243	-0.58271	-0.38105543	RBM17	RNA binding motif protein 17
ILMN_1757437	0.1848	1.19e-03	-4.4048928	-0.58813	-0.38126756	UMPS	uridine monophosphate synthetase
ILMN_1687556	0.186	1.20e-03	4.3970502	-0.59953	0.52776349	DAPL1	death associated protein like 1
ILMN_1716790	0.186	1.20e-03	-4.3968896	-0.59976	-0.37807112	APBB2	amyloid beta precursor protein binding family B member 2
ILMN_1758106	0.1861	1.21e-03	-4.3946084	-0.60308	-0.83548654		
ILMN_1658301	0.1864	1.21e-03	4.3903992	-0.6092	0.49896323	FAM83E	family with sequence similarity 83 member E
ILMN_1798679	0.1864	1.21e-03	4.3899699	-0.60983	0.52818169	ANO9	anoctamin 9
ILMN_1797964	0.1884	1.23e-03	-4.3813199	-0.62242	-0.36163313	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6
ILMN_1674782	0.1889	1.24e-03	-4.3765058	-0.62944	-0.46941081		
ILMN_1783231	0.1889	1.24e-03	4.375113	-0.63147	0.5648659	PLEKHB1	pleckstrin homology domain containing B1
ILMN_1845281	0.1889	1.25e-03	4.3738772	-0.63327	0.39078833		
ILMN_2217809	0.1906	1.26e-03	-4.3662075	-0.64445	-0.35766507	TMEM126A	transmembrane protein 126A
ILMN_1785071	0.1911	1.27e-03	4.3626508	-0.64964	0.85590944	SEPP1	selenoprotein P, plasma, 1
ILMN_1671404	0.1916	1.28e-03	4.3591063	-0.65482	0.35056302	SVIL	supervillin
ILMN_1693192	0.1922	1.29e-03	-4.351613	-0.66577	-0.93852486	PI3	peptidase inhibitor 3
ILMN_1810093	0.1922	1.30e-03	-4.3495918	-0.66872	-0.45813657	TSPAN2	tetraspanin 2
ILMN_1757099	0.1922	1.30e-03	4.3485151	-0.67029	0.52605608	PLEKHS1	pleckstrin homology domain containing S1
ILMN_1721138	0.1922	1.30e-03	-4.3483097	-0.67059	-0.45652047	GRPEL2	GrpE like 2, mitochondrial
ILMN_1724753	0.1922	1.30e-03	-4.3478689	-0.67124	-0.44684514	NIN	ninein
ILMN_2063586	0.1926	1.31e-03	-4.3446643	-0.67593	-0.44439499	CLIC4	chloride intracellular channel 4
ILMN_1682273	0.1926	1.31e-03	4.3427373	-0.67874	0.67253734	SHISA3	shisa family member 3
ILMN_1806752	0.193	1.32e-03	4.3396218	-0.6833	0.39405053	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2
ILMN_1712705	0.1948	1.34e-03	4.3310611	-0.69583	0.50291606	RAB40C	RAB40C, member RAS oncogene family
ILMN_1811437	0.1948	1.34e-03	4.3294674	-0.69817	0.52900469	MYRF	myelin regulatory factor
ILMN_2086095	0.1948	1.34e-03	4.3282736	-0.69992	0.85274034	ID2	inhibitor of DNA binding 2, HLH protein
ILMN_1726199	0.1958	1.36e-03	-4.3203332	-0.71156	-0.38283831	ZNF594	zinc finger protein 594
ILMN_1741204	0.1958	1.36e-03	4.3184026	-0.71439	0.42559063	KLHDC2	kelch domain containing 2
ILMN_1712095	0.1958	1.36e-03	4.3182302	-0.71464	0.37995175	FOXO4	forkhead box O4
ILMN_1912287	0.1958	1.36e-03	4.3178435	-0.71521	1.95098433	SUCNR1	succinate receptor 1
ILMN_1684836	0.1974	1.38e-03	-4.3111257	-0.72506	-0.66694004	AKAP12	A-kinase anchoring protein 12
ILMN_1756685	0.2004	1.40e-03	4.2997319	-0.7418	1.16804951	DEPTOR	DEP domain containing MTOR-interacting protein
ILMN_1766650	0.2004	1.41e-03	4.2979384	-0.74443	0.68330267	FOXA1	forkhead box A1
ILMN_1726417	0.2004	1.42e-03	-4.2945293	-0.74944	-0.46869882	MRPL33	mitochondrial ribosomal protein L33
ILMN_2059549	0.2004	1.42e-03	4.2934708	-0.751	0.42957981	SYK	spleen associated tyrosine kinase
ILMN_2125395	0.2004	1.42e-03	4.2912261	-0.7543	0.48166949	ADGRG7	adhesion G protein-coupled receptor G7
ILMN_1659631	0.2004	1.42e-03	4.2909988	-0.75464	0.52406479		
ILMN_2360730	0.2015	1.44e-03	-4.2847881	-0.76377	-0.60176658	CAV2	caveolin 2
ILMN_1713174	0.2015	1.44e-03	-4.2841513	-0.76471	-0.40172448	TCP11L1	t-complex 11 like 1
ILMN_1761833	0.2027	1.45e-03	4.2786797	-0.77277	0.65972929	SLC40A1	solute carrier family 40 member 1
ILMN_1755234	0.2067	1.49e-03	4.2648738	-0.79311	0.46085442	SSH3	slingshot protein phosphatase 3
ILMN_1676088	0.2081	1.50e-03	-4.257968	-0.8033	-0.54926196	MSRB3	methionine sulfoxide reductase B3
ILMN_1791232	0.2081	1.51e-03	4.2567808	-0.80505	0.40366204	SPRED2	sprouty related EVH1 domain containing 2
ILMN_1714433	0.2081	1.52e-03	4.2499852	-0.81509	0.56478558	MARCKSL1	MARCKS like 1
ILMN_1791253	0.2081	1.52e-03	4.2497695	-0.81541	0.57812875	FBXL13	F-box and leucine rich repeat protein 13
ILMN_1699925	0.2081	1.52e-03	-4.2493855	-0.81597	-0.36727004	TGM5	transglutaminase 5
ILMN_2228938	0.2081	1.53e-03	4.2486026	-0.81713	0.63312629	ECM2	extracellular matrix protein 2
ILMN_1718687	0.2081	1.53e-03	4.2484718	-0.81732	0.39932122	TPPP	tubulin polymerization promoting protein
ILMN_1812191	0.2084	1.54e-03	-4.244391	-0.82335	-0.4263531	C12orf57	chromosome 12 open reading frame 57
ILMN_1801504	0.2084	1.54e-03	-4.2441603	-0.8237	-0.38706876	RUNX1	runt related transcription factor 1
ILMN_1719695	0.2091	1.55e-03	-4.2398343	-0.83009	-0.62689353	NFKBIZ	NFKB inhibitor zeta
ILMN_2102960	0.2091	1.55e-03	4.2381405	-0.8326	0.46519488	FAM214A	family with sequence similarity 214 member A
ILMN_1771652	0.2091	1.56e-03	4.237138	-0.83408	0.56154386	BAIAP2L2	BAI1 associated protein 2 like 2
ILMN_2111932	0.2099	1.57e-03	4.2330534	-0.84012	0.44444987	SERINC2	serine incorporator 2
ILMN_1679267	0.2102	1.57e-03	-4.2299933	-0.84465	-0.57609469	TGM2	transglutaminase 2
ILMN_1740524	0.2102	1.58e-03	-4.2289237	-0.84623	-0.35532007	NEU3	neuraminidase 3
ILMN_1748970	0.2106	1.58e-03	4.2259208	-0.85068	0.88764397	PRR15L	proline rich 15 like
ILMN_1797009	0.2112	1.60e-03	-4.2211315	-0.85777	-0.69455907	F3	coagulation factor III, tissue factor
ILMN_1706519	0.2112	1.60e-03	-4.2205543	-0.85863	-0.43966569	LAMC2	laminin subunit gamma 2
ILMN_1703531	0.2112	1.60e-03	-4.2192033	-0.86063	-0.34169968	S1PR3	sphingosine-1-phosphate receptor 3
ILMN_1656837	0.2143	1.63e-03	-4.2087036	-0.8762	-1.23849437	RBP1	retinol binding protein 1
ILMN_2205999	0.2149	1.64e-03	-4.2053455	-0.88118	-0.46489256	OSMR	oncostatin M receptor
ILMN_1717793	0.2154	1.65e-03	-4.202223	-0.88581	-0.8612667	C19orf33	chromosome 19 open reading frame 33
ILMN_1684368	0.2163	1.66e-03	-4.1982192	-0.89176	-0.50768593	SMIM3	small integral membrane protein 3
ILMN_2128795	0.2164	1.66e-03	4.1960678	-0.89495	0.633418	LRIG1	leucine rich repeats and immunoglobulin like domains 1
ILMN_1907728	0.2169	1.68e-03	-4.1905491	-0.90315	-0.62850015	LSAMP	limbic system-associated membrane protein
ILMN_1810628	0.2169	1.68e-03	-4.1903542	-0.90344	-0.74810652	PRUNE2	prune homolog 2
ILMN_1802808	0.2169	1.68e-03	-4.1898135	-0.90424	-0.42303055		
ILMN_1901723	0.2183	1.70e-03	-4.1842841	-0.91246	-0.36767013		
ILMN_1683179	0.2194	1.71e-03	-4.1797007	-0.91928	-0.78134217	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
ILMN_1680932	0.2194	1.72e-03	-4.1769362	-0.92339	-0.35393096	OSBPL9	oxysterol binding protein like 9
ILMN_1833858	0.2194	1.72e-03	-4.1756546	-0.9253	-0.4928435	ADD2	adducin 2
ILMN_2405254	0.2194	1.72e-03	4.174997	-0.92628	0.52048111	GRB7	growth factor receptor bound protein 7
ILMN_1725971	0.2221	1.75e-03	4.1657791	-0.94001	0.36593253	TMEM81	transmembrane protein 81
ILMN_1788874	0.2225	1.76e-03	-4.1631413	-0.94394	-1.56162098	SERPINA3	serpin family A member 3
ILMN_2130525	0.2232	1.77e-03	4.1597394	-0.94901	0.39990078	TSPAN13	tetraspanin 13
ILMN_1790534	0.2236	1.77e-03	4.1569283	-0.9532	0.55502425	MAP2K3	mitogen-activated protein kinase kinase 3
ILMN_1734276	0.2245	1.78e-03	-4.1529611	-0.95911	-0.80474647	PMEPA1	prostate transmembrane protein, androgen induced 1
ILMN_2315979	0.2258	1.80e-03	-4.1479034	-0.96666	-0.5890839	LBH	limb bud and heart development
ILMN_1694311	0.2271	1.82e-03	-4.1423305	-0.97498	-0.36988724	NUDT6	nudix hydrolase 6
ILMN_2382829	0.2271	1.82e-03	4.1405968	-0.97757	0.59391668		
ILMN_1748827	0.2271	1.83e-03	4.1389251	-0.98006	0.42584785	TMEM238	transmembrane protein 238
ILMN_1764362	0.2271	1.84e-03	-4.1339346	-0.98752	-0.53918685	LYAR	Ly1 antibody reactive
ILMN_1780799	0.2271	1.84e-03	4.1338836	-0.9876	1.15318894	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
ILMN_1796335	0.2271	1.85e-03	4.1318725	-0.9906	0.32786493	LPCAT2	lysophosphatidylcholine acyltransferase 2
ILMN_1897200	0.2271	1.85e-03	-4.1313719	-0.99135	-0.37970648	LOC101928516	uncharacterized LOC101928516
ILMN_1813796	0.2271	1.85e-03	-4.1310537	-0.99183	-0.39631892	TMEM169	transmembrane protein 169
ILMN_1744211	0.2271	1.85e-03	4.1304372	-0.99275	0.61005779	PLA2G4F	phospholipase A2 group IVF
ILMN_1796336	0.2299	1.88e-03	4.1213007	-1.00641	0.43255182	MAP1S	microtubule associated protein 1S
ILMN_1777060	0.2299	1.89e-03	-4.1191846	-1.00958	-0.74438077	CTH	cystathionine gamma-lyase
ILMN_1658835	0.2299	1.89e-03	-4.1178909	-1.01151	-1.05784246	CAV2	caveolin 2
ILMN_1805024	0.2299	1.89e-03	4.1169721	-1.01289	0.37593737	ERBIN	erbb2 interacting protein
ILMN_1680591	0.2301	1.91e-03	4.1125231	-1.01955	0.41030093	RTKN	rhotekin
ILMN_1714741	0.2301	1.91e-03	-4.1106152	-1.02241	-0.3900143		
ILMN_1772739	0.2301	1.91e-03	-4.1103478	-1.02281	-0.3402628		
ILMN_2140510	0.2301	1.91e-03	-4.1102697	-1.02293	-0.40039043	KLHL13	kelch like family member 13
ILMN_1730229	0.2302	1.92e-03	4.1086792	-1.02531	0.52940159	CGNL1	cingulin like 1
ILMN_2143250	0.2332	1.95e-03	-4.0990977	-1.03967	-0.38249303	FAR1	fatty acyl-CoA reductase 1
ILMN_1744395	0.2353	1.98e-03	-4.0905676	-1.05246	-0.39185026		
ILMN_1720027	0.2353	1.98e-03	-4.089467	-1.05412	-0.36195184	ZNF23	zinc finger protein 23
ILMN_1750324	0.2353	1.98e-03	-4.0892703	-1.05441	-0.64702942	IGFBP5	insulin like growth factor binding protein 5
ILMN_1743966	0.236	1.99e-03	4.0858922	-1.05948	0.38444529	BCL9L	B-cell CLL/lymphoma 9-like
ILMN_1679494	0.236	2.00e-03	4.0845176	-1.06155	0.39390372		
ILMN_1769556	0.2362	2.00e-03	-4.0825345	-1.06452	-0.58502494		
ILMN_1754476	0.2363	2.01e-03	4.0806877	-1.0673	0.39891034	TRIM15	tripartite motif containing 15
ILMN_1712046	0.2363	2.01e-03	4.0794139	-1.06921	0.33509222	CPXM1	carboxypeptidase X, M14 family member 1
ILMN_2344662	0.2366	2.02e-03	-4.077168	-1.07259	-0.39480366	HMGA2	high mobility group AT-hook 2
ILMN_1801584	0.2371	2.04e-03	-4.0717717	-1.0807	-0.5128017	CXCR4	C-X-C motif chemokine receptor 4
ILMN_1699100	0.2371	2.04e-03	-4.0703691	-1.0828	-0.37784969	SOAT1	sterol O-acyltransferase 1
ILMN_1789599	0.2371	2.05e-03	-4.0694368	-1.08421	-0.52768125	NBL1	neuroblastoma 1, DAN family BMP antagonist
ILMN_2078592	0.2371	2.06e-03	-4.0672378	-1.08751	-0.81870454	ADTRP	androgen dependent TFPI regulating protein
ILMN_1762262	0.2371	2.06e-03	-4.0664328	-1.08872	-0.6026176	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
ILMN_1820787	0.2371	2.06e-03	-4.065984	-1.0894	-0.32484863		
ILMN_1751276	0.2371	2.06e-03	-4.065812	-1.08966	-0.36482236	BDNF	brain derived neurotrophic factor
ILMN_1651568	0.2384	2.08e-03	4.0605656	-1.09755	1.06910973	MUC13	mucin 13, cell surface associated
ILMN_2368530	0.2384	2.08e-03	-4.0591902	-1.09962	-0.62985719	IL32	interleukin 32
ILMN_1675501	0.2384	2.09e-03	-4.0582104	-1.1011	-0.37930978	SENP5	SUMO1/sentrin specific peptidase 5
ILMN_1687319	0.2392	2.10e-03	-4.054016	-1.10741	-0.63900601	SLCO1B3	solute carrier organic anion transporter family member 1B3
ILMN_1771179	0.2392	2.11e-03	4.0523401	-1.10994	0.36080558	CYB561	cytochrome b561
ILMN_1906625	0.2392	2.12e-03	4.0495866	-1.11408	0.4831151		
ILMN_2366972	0.2392	2.12e-03	-4.0494002	-1.11436	-0.37720774	NUDT6	nudix hydrolase 6
ILMN_1694514	0.2392	2.12e-03	4.0492624	-1.11457	0.49230741	ZDHHC11	zinc finger DHHC-type containing 11
ILMN_2401057	0.2392	2.12e-03	-4.0475837	-1.1171	-0.39907344	CANX	calnexin
ILMN_2201678	0.2392	2.14e-03	-4.0440938	-1.12236	-0.42605035	FSTL1	follistatin like 1
ILMN_1803192	0.2392	2.14e-03	-4.0437828	-1.12283	-0.33545923	WDR76	WD repeat domain 76
ILMN_2163723	0.2392	2.14e-03	-4.0425638	-1.12467	-0.43661167	KRT7	keratin 7
ILMN_1776181	0.2392	2.14e-03	-4.0417395	-1.12591	-0.54258661	BIRC3	baculoviral IAP repeat containing 3
ILMN_1779711	0.2392	2.15e-03	-4.0409864	-1.12704	-0.39443654	DTL	denticleless E3 ubiquitin protein ligase homolog
ILMN_1883624	0.2395	2.16e-03	-4.0383152	-1.13107	-0.42162615		
ILMN_1806607	0.2395	2.16e-03	-4.0374751	-1.13234	-0.68357057	SFN	stratifin
ILMN_1761911	0.2415	2.18e-03	-4.0308879	-1.14228	-0.32429942	GORAB	golgin, RAB6 interacting
ILMN_1683263	0.2424	2.20e-03	4.0269074	-1.14829	0.44911546	TSPAN8	tetraspanin 8
ILMN_1754753	0.2424	2.20e-03	4.0258849	-1.14983	0.54243598	IL6R	interleukin 6 receptor
ILMN_1812262	0.243	2.21e-03	4.0225326	-1.15489	0.50210718	DDR1	discoidin domain receptor tyrosine kinase 1
ILMN_1743241	0.243	2.22e-03	-4.0217573	-1.15606	-0.44615183	ARL4A	ADP ribosylation factor like GTPase 4A
ILMN_2211030	0.243	2.23e-03	-4.0178991	-1.16189	-0.70825538	SPANXB1	SPANX family member B1
ILMN_1874323	0.243	2.23e-03	4.0167591	-1.16361	0.76987047		
ILMN_1776640	0.243	2.24e-03	4.0160753	-1.16465	0.34251664	MPL	MPL proto-oncogene, thrombopoietin receptor
ILMN_1751328	0.243	2.24e-03	4.0155616	-1.16542	0.47572872	FAM83H	family with sequence similarity 83 member H
ILMN_1750052	0.243	2.24e-03	4.0141679	-1.16753	0.37990044	NOP14	NOP14 nucleolar protein
ILMN_1679929	0.243	2.25e-03	4.0133584	-1.16875	0.59291011	KLF13	Kruppel like factor 13
ILMN_2398408	0.243	2.25e-03	-4.0122785	-1.17038	-0.37793265	TCEAL1	transcription elongation factor A like 1
ILMN_1755411	0.2453	2.28e-03	-4.0054007	-1.18078	-0.36743811	RBMS2	RNA binding motif single stranded interacting protein 2
ILMN_1720889	0.2474	2.30e-03	-3.9989753	-1.19051	-0.69466133	MSMO1	methylsterol monooxygenase 1
ILMN_1765257	0.2483	2.32e-03	-3.9953082	-1.19606	-0.35912269	CINP	cyclin dependent kinase 2 interacting protein
ILMN_1697024	0.2485	2.32e-03	-3.9935687	-1.19869	-0.3520044	STYX	serine/threonine/tyrosine interacting protein
ILMN_1651282	0.2497	2.34e-03	3.9892373	-1.20525	0.57207676	COL17A1	collagen type XVII alpha 1 chain
ILMN_1719649	0.2508	2.36e-03	3.9845712	-1.21232	0.60333856	TMEM63A	transmembrane protein 63A
ILMN_1693771	0.2508	2.36e-03	-3.9834239	-1.21406	-0.33600982	ASPH	aspartate beta-hydroxylase
ILMN_1685625	0.2508	2.36e-03	3.9827666	-1.21506	0.56901436	UCP2	uncoupling protein 2
ILMN_1730824	0.2518	2.38e-03	-3.9786645	-1.22128	-0.47257351	ZNF512	zinc finger protein 512
ILMN_1771084	0.2518	2.38e-03	3.9776862	-1.22276	0.7155356	ACSM3	acyl-CoA synthetase medium-chain family member 3
ILMN_1869109	0.252	2.39e-03	-3.9757617	-1.22568	-0.33452692	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
ILMN_1784299	0.252	2.40e-03	3.9746216	-1.22741	0.41438981	C19orf43	chromosome 19 open reading frame 43
ILMN_2108735	0.2534	2.41e-03	3.9699452	-1.2345	0.3980367	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
ILMN_1657722	0.2537	2.43e-03	3.9663504	-1.23996	0.3139691	RPS3A	ribosomal protein S3A
ILMN_1785699	0.2537	2.43e-03	3.96517	-1.24175	0.36449856	PTHLH	parathyroid hormone like hormone
ILMN_1738300	0.2537	2.44e-03	-3.9637294	-1.24394	-0.3986843		
ILMN_1731064	0.2537	2.45e-03	3.9601758	-1.24933	0.48323975	COQ8A	coenzyme Q8A
ILMN_1687353	0.2537	2.46e-03	3.9594675	-1.25041	0.34781198	CDK10	cyclin dependent kinase 10
ILMN_1799105	0.2537	2.46e-03	3.9584807	-1.25191	0.31693699	COL17A1	collagen type XVII alpha 1 chain
ILMN_1716006	0.2537	2.46e-03	-3.9584343	-1.25198	-0.3487832	C18orf54	chromosome 18 open reading frame 54
ILMN_1709635	0.2537	2.46e-03	-3.9583042	-1.25218	-0.37852289	SLC38A11	solute carrier family 38 member 11
ILMN_1800713	0.2537	2.47e-03	-3.9568087	-1.25445	-0.40662297	B3GALT5	beta-1,3-galactosyltransferase 5
ILMN_1782538	0.2537	2.47e-03	-3.9566296	-1.25472	-0.49303443	VIM	vimentin
ILMN_1662738	0.2553	2.49e-03	3.9509709	-1.26332	0.57872028	ACSM3	acyl-CoA synthetase medium-chain family member 3
ILMN_1705302	0.2553	2.50e-03	3.9502129	-1.26447	0.74957141	FCGRT	Fc fragment of IgG receptor and transporter
ILMN_2233539	0.2565	2.51e-03	3.9455886	-1.2715	0.78610836	SLC39A8	solute carrier family 39 member 8
ILMN_1660104	0.2565	2.52e-03	3.9432238	-1.2751	0.34057964		
ILMN_1698732	0.2565	2.53e-03	-3.9429231	-1.27556	-0.43349381	PALLD	palladin, cytoskeletal associated protein
ILMN_1776653	0.2565	2.53e-03	-3.9414861	-1.27774	-0.36714796	SCML1	sex comb on midleg-like 1 (Drosophila)
ILMN_1729281	0.2565	2.53e-03	3.9411676	-1.27823	0.50180588	SPHK2	sphingosine kinase 2
ILMN_1802654	0.2567	2.54e-03	-3.9395628	-1.28067	-0.42264392	GLT8D2	glycosyltransferase 8 domain containing 2
